Ensembl Gene ID	Ensembl Transcript ID	Chromosome Name	Gene Start (bp)	Associated Gene Name	Transcript Start (bp)	Transcript End (bp)	Gene End (bp)
ENSGACG00000001559	ENSGACT00000002045	groupXVI	1685689		1685689	1700318	1700318
ENSGACG00000001559	ENSGACT00000002046	groupXVI	1685689		1685773	1700316	1700318
ENSGACG00000001560	ENSGACT00000002044	scaffold_27	4507396	bap1	4507396	4513157	4513157
ENSGACG00000001561	ENSGACT00000002048	scaffold_27	4520285	BSN (1 of 2)	4520285	4562480	4562480
ENSGACG00000001562	ENSGACT00000002047	scaffold_263	13492	TRIM14 (31 of 77)	13492	14013	14013
ENSGACG00000001563	ENSGACT00000002057	groupXVI	1700437	ddx18	1700437	1705141	1705166
ENSGACG00000001563	ENSGACT00000002061	groupXVI	1700437	ddx18	1700457	1705166	1705166
ENSGACG00000001563	ENSGACT00000002062	groupXVI	1700437	ddx18	1700461	1705154	1705166
ENSGACG00000001564	ENSGACT00000002049	scaffold_263	32038		32038	33010	33155
ENSGACG00000001564	ENSGACT00000002050	scaffold_263	32038		32056	33155	33155
ENSGACG00000001565	ENSGACT00000002052	scaffold_27	4575189	ERC2 (1 of 2)	4575189	4597122	4597122
ENSGACG00000001566	ENSGACT00000002051	scaffold_263	50528		50528	51510	51510
ENSGACG00000001567	ENSGACT00000002053	scaffold_27	4601334	CRELD1 (2 of 2)	4601334	4603649	4603649
ENSGACG00000001568	ENSGACT00000002054	scaffold_27	4605904	IL17RC	4605904	4607228	4607228
ENSGACG00000001569	ENSGACT00000002058	scaffold_27	4608043		4608043	4610429	4610429
ENSGACG00000001570	ENSGACT00000002056	scaffold_1047	5597		5597	6895	6895
ENSGACG00000001571	ENSGACT00000002064	scaffold_120	117425	wdr33	117425	125497	125497
ENSGACG00000001572	ENSGACT00000002059	scaffold_1340	3220	btbd9	3220	5182	5182
ENSGACG00000001573	ENSGACT00000002066	scaffold_27	4615560	zgc:112265 (1 of 2)	4615560	4635531	4635531
ENSGACG00000001573	ENSGACT00000002071	scaffold_27	4615560	zgc:112265 (1 of 2)	4615583	4624122	4635531
ENSGACG00000001573	ENSGACT00000002075	scaffold_27	4615560	zgc:112265 (1 of 2)	4622290	4624104	4635531
ENSGACG00000001574	ENSGACT00000002060	scaffold_1111	3718		3718	4680	4680
ENSGACG00000001575	ENSGACT00000002063	scaffold_279	6016	rbm15b	6016	8439	8439
ENSGACG00000001576	ENSGACT00000002069	scaffold_279	10573	manf	10573	12728	12728
ENSGACG00000001577	ENSGACT00000002072	groupXVI	1707019	ACTR3 (1 of 2)	1707019	1717456	1718011
ENSGACG00000001577	ENSGACT00000002081	groupXVI	1707019	ACTR3 (1 of 2)	1707020	1718011	1718011
ENSGACG00000001578	ENSGACT00000002065	scaffold_904	2771		2771	4632	4632
ENSGACG00000001578	ENSGACT00000002067	scaffold_904	2771		3549	4632	4632
ENSGACG00000001579	ENSGACT00000002068	scaffold_120	126015		126015	126723	126723
ENSGACG00000001580	ENSGACT00000002073	scaffold_169	57700	nrp1b	57700	104630	104630
ENSGACG00000001581	ENSGACT00000002070	scaffold_120	126130	si:ch1073-184j22.2	126130	128131	128131
ENSGACG00000001582	ENSGACT00000002074	scaffold_279	13722	oser1	13722	17010	17244
ENSGACG00000001582	ENSGACT00000002076	scaffold_279	13722	oser1	13726	17244	17244
ENSGACG00000001583	ENSGACT00000002078	scaffold_120	137036	PEX5L (1 of 2)	137036	149298	149298
ENSGACG00000001584	ENSGACT00000002105	scaffold_169	109604	itgb1b.2	109604	124646	124646
ENSGACG00000001584	ENSGACT00000002108	scaffold_169	109604	itgb1b.2	117112	123468	124646
ENSGACG00000001585	ENSGACT00000002077	scaffold_27	4635811	zgc:112265 (2 of 2)	4635811	4639569	4639569
ENSGACG00000001586	ENSGACT00000002079	scaffold_27	4643827	WNK2 (2 of 2)	4643827	4660572	4660572
ENSGACG00000001587	ENSGACT00000002086	scaffold_120	151321	MFN1 (1 of 2)	151321	162859	166112
ENSGACG00000001587	ENSGACT00000002096	scaffold_120	151321	MFN1 (1 of 2)	151347	162859	166112
ENSGACG00000001587	ENSGACT00000002104	scaffold_120	151321	MFN1 (1 of 2)	151348	166112	166112
ENSGACG00000001588	ENSGACT00000002080	scaffold_27	4666701	NINJ1	4666701	4667645	4667645
ENSGACG00000001589	ENSGACT00000002082	scaffold_27	4670333	C9orf89	4670333	4671934	4671934
ENSGACG00000001590	ENSGACT00000002085	groupXVI	1859426	DPP10 (1 of 3)	1859426	1918102	1918102
ENSGACG00000001591	ENSGACT00000002083	scaffold_27	4674493	BICD2 (2 of 2)	4674493	4681833	4681833
ENSGACG00000001592	ENSGACT00000002084	scaffold_106	10688	PDE5A (2 of 3)	10688	21942	21942
ENSGACG00000001593	ENSGACT00000002087	scaffold_27	4684888	TKT (1 of 2)	4684888	4693428	4693428
ENSGACG00000001593	ENSGACT00000002088	scaffold_27	4684888	TKT (1 of 2)	4685556	4693391	4693428
ENSGACG00000001594	ENSGACT00000002092	scaffold_106	25990	mad2l1	25990	29580	29580
ENSGACG00000001595	ENSGACT00000002090	groupXVI	1923394		1923394	1963166	1963166
ENSGACG00000001596	ENSGACT00000002089	scaffold_180	1399	top1	1399	13644	13644
ENSGACG00000001597	ENSGACT00000002103	scaffold_27	4703859	cacna1da	4703859	4748654	4748654
ENSGACG00000001598	ENSGACT00000002091	scaffold_180	16523		16523	17577	17577
ENSGACG00000001600	ENSGACT00000002099	scaffold_180	18492	ncoa6	18492	25815	25815
ENSGACG00000001601	ENSGACT00000002094	scaffold_106	53790	ARSJ	53790	66610	67121
ENSGACG00000001601	ENSGACT00000002098	scaffold_106	53790	ARSJ	54087	67121	67121
ENSGACG00000001602	ENSGACT00000002097	groupXVI	2043747	cops8	2043747	2051139	2051139
ENSGACG00000001603	ENSGACT00000002095	scaffold_266	11019		11019	11877	11877
ENSGACG00000001604	ENSGACT00000002102	scaffold_427	7040		7040	10164	10164
ENSGACG00000001605	ENSGACT00000002100	scaffold_266	52989		52989	53961	53961
ENSGACG00000001606	ENSGACT00000002109	scaffold_106	73669	camk2d1	73669	135178	137197
ENSGACG00000001606	ENSGACT00000002114	scaffold_106	73669	camk2d1	73669	135175	137197
ENSGACG00000001606	ENSGACT00000002121	scaffold_106	73669	camk2d1	117962	137197	137197
ENSGACG00000001607	ENSGACT00000002101	groupXVI	2047240	TRIM63	2047240	2048305	2048305
ENSGACG00000001608	ENSGACT00000002107	scaffold_180	28650	GGT7	28650	35756	36301
ENSGACG00000001608	ENSGACT00000002113	scaffold_180	28650	GGT7	29318	36301	36301
ENSGACG00000001609	ENSGACT00000002116	groupXVI	2063216	col6a3	2063216	2097073	2097073
ENSGACG00000001610	ENSGACT00000002106	scaffold_27	4751627		4751627	4754473	4754473
ENSGACG00000001611	ENSGACT00000002111	scaffold_120	164636	FAM132B	164636	167247	167247
ENSGACG00000001612	ENSGACT00000002144	scaffold_27	4759969	cacna2d3	4759969	4785469	4785469
ENSGACG00000001612	ENSGACT00000002146	scaffold_27	4759969	cacna2d3	4760029	4784979	4785469
ENSGACG00000001612	ENSGACT00000002148	scaffold_27	4759969	cacna2d3	4760029	4784979	4785469
ENSGACG00000001613	ENSGACT00000002110	scaffold_880	4954		4954	6981	6981
ENSGACG00000001614	ENSGACT00000002112	scaffold_350	7694	vamp5	7694	12173	12173
ENSGACG00000001615	ENSGACT00000002118	scaffold_169	130174	EPC1 (2 of 2)	130174	142400	142400
ENSGACG00000001616	ENSGACT00000002115	scaffold_350	49271	CCDC64 (1 of 2)	49271	50797	51317
ENSGACG00000001616	ENSGACT00000002117	scaffold_350	49271	CCDC64 (1 of 2)	49493	51317	51317
ENSGACG00000001617	ENSGACT00000002119	scaffold_120	168317	cyp7c1	168317	171875	171875
ENSGACG00000001618	ENSGACT00000002120	scaffold_180	53987	snai1b	53987	55637	55637
ENSGACG00000001618	ENSGACT00000002124	scaffold_180	53987	snai1b	54052	55428	55637
ENSGACG00000001619	ENSGACT00000002122	scaffold_169	147569	ARSI (1 of 2)	147569	148839	148839
ENSGACG00000001620	ENSGACT00000002130	groupXVI	2173129	lrrfip1a	2173129	2210140	2210140
ENSGACG00000001620	ENSGACT00000002135	groupXVI	2173129	lrrfip1a	2173310	2209222	2210140
ENSGACG00000001620	ENSGACT00000002138	groupXVI	2173129	lrrfip1a	2188833	2210136	2210140
ENSGACG00000001621	ENSGACT00000002133	scaffold_120	176364	ARMC1 (1 of 3)	176364	178528	178528
ENSGACG00000001622	ENSGACT00000002123	scaffold_322	9985		9985	10959	10959
ENSGACG00000001623	ENSGACT00000002137	scaffold_106	144295	ANK2 (1 of 2)	144295	230275	230275
ENSGACG00000001624	ENSGACT00000002125	scaffold_180	69424		69424	106380	106380
ENSGACG00000001625	ENSGACT00000002126	scaffold_377	4127		4127	5098	5098
ENSGACG00000001626	ENSGACT00000002127	scaffold_217	23057		23057	24153	24153
ENSGACG00000001627	ENSGACT00000002128	scaffold_180	69458		69458	72266	72266
ENSGACG00000001628	ENSGACT00000002129	scaffold_377	10890		10890	12556	12556
ENSGACG00000001629	ENSGACT00000002131	scaffold_217	69032		69032	70001	70001
ENSGACG00000001630	ENSGACT00000002132	scaffold_180	74610	samhd1 (1 of 3)	74610	77849	77849
ENSGACG00000001631	ENSGACT00000002134	scaffold_430	12055		12055	13225	13225
ENSGACG00000001632	ENSGACT00000002142	scaffold_180	90678	samhd1 (2 of 3)	90678	100224	100224
ENSGACG00000001633	ENSGACT00000002136	scaffold_120	253516		253516	254412	254412
ENSGACG00000001634	ENSGACT00000002151	scaffold_120	260404	smg7	260404	271108	271108
ENSGACG00000001634	ENSGACT00000002153	scaffold_120	260404	smg7	260404	271061	271108
ENSGACG00000001635	ENSGACT00000002139	scaffold_1596	3333		3333	4758	4758
ENSGACG00000001635	ENSGACT00000002141	scaffold_1596	3333		3402	4706	4758
ENSGACG00000001636	ENSGACT00000002140	scaffold_106	219203		219203	220674	220674
ENSGACG00000001637	ENSGACT00000002203	scaffold_106	301947	aco1	301947	326476	326476
ENSGACG00000001638	ENSGACT00000002143	groupXVI	2221675		2221675	2225191	2225191
ENSGACG00000001639	ENSGACT00000002145	scaffold_180	105654	samhd1 (3 of 3)	105654	110675	110675
ENSGACG00000001640	ENSGACT00000002170	groupXVI	2228340		2228340	2233472	2233472
ENSGACG00000001641	ENSGACT00000002147	scaffold_408	5174		5174	6271	6289
ENSGACG00000001641	ENSGACT00000002149	scaffold_408	5174		5319	6289	6289
ENSGACG00000001642	ENSGACT00000002150	scaffold_901	283	tsc1a	283	3607	3607
ENSGACG00000001643	ENSGACT00000002152	scaffold_27	4799679	h1m	4799679	4800980	4800980
ENSGACG00000001644	ENSGACT00000002154	scaffold_27	4804545	TMCC1 (1 of 2)	4804545	4808600	4808600
ENSGACG00000001644	ENSGACT00000002157	scaffold_27	4804545	TMCC1 (1 of 2)	4804551	4806573	4808600
ENSGACG00000001645	ENSGACT00000002155	groupXXI	13473	si:ch211-114l13.9 (6 of 22)	13473	14259	14259
ENSGACG00000001646	ENSGACT00000002156	groupXXI	47445		47445	48310	48785
ENSGACG00000001646	ENSGACT00000002158	groupXXI	47445		47817	48785	48785
ENSGACG00000001647	ENSGACT00000002179	scaffold_120	275130	nmnat2	275130	282590	282590
ENSGACG00000001647	ENSGACT00000002187	scaffold_120	275130	nmnat2	275130	281538	282590
ENSGACG00000001647	ENSGACT00000002188	scaffold_120	275130	nmnat2	275130	277639	282590
ENSGACG00000001648	ENSGACT00000002161	scaffold_355	1181	GABRR3 (1 of 2)	1181	11877	11877
ENSGACG00000001649	ENSGACT00000002163	scaffold_27	4819144	qrich1	4819144	4824414	4824917
ENSGACG00000001649	ENSGACT00000002165	scaffold_27	4819144	qrich1	4819316	4824414	4824917
ENSGACG00000001649	ENSGACT00000002168	scaffold_27	4819144	qrich1	4820182	4824917	4824917
ENSGACG00000001650	ENSGACT00000002159	groupXXI	89383		89383	89938	89938
ENSGACG00000001651	ENSGACT00000002160	groupXXI	125156	si:ch211-114l13.9 (7 of 22)	125156	125948	125948
ENSGACG00000001652	ENSGACT00000002162	groupXXI	240732	rsu1	240732	252486	252486
ENSGACG00000001653	ENSGACT00000002164	scaffold_1058	2046	HECTD4 (1 of 4)	2046	6362	6362
ENSGACG00000001654	ENSGACT00000002167	scaffold_355	12364		12364	21752	21752
ENSGACG00000001655	ENSGACT00000002166	groupXXI	280690		280690	284889	284889
ENSGACG00000001656	ENSGACT00000002169	groupXXI	302676	map3k8	302676	307552	307552
ENSGACG00000001657	ENSGACT00000002171	scaffold_27	4825925	rpusd4	4825925	4828464	4828650
ENSGACG00000001657	ENSGACT00000002172	scaffold_27	4825925	rpusd4	4826628	4828650	4828650
ENSGACG00000001658	ENSGACT00000002174	groupXXI	308111	mtpap	308111	318180	318180
ENSGACG00000001658	ENSGACT00000002176	groupXXI	308111	mtpap	308262	317945	318180
ENSGACG00000001659	ENSGACT00000002173	groupXVI	2234979	tyw5	2234979	2237625	2237625
ENSGACG00000001660	ENSGACT00000002175	scaffold_27	4829332		4829332	4832708	4832708
ENSGACG00000001661	ENSGACT00000002177	groupXVI	2238010	C2orf47	2238010	2241547	2241547
ENSGACG00000001662	ENSGACT00000002180	groupXXI	547335	bambia	547335	550753	550753
ENSGACG00000001663	ENSGACT00000002178	scaffold_27	4834374	twf2b	4834374	4837625	4837625
ENSGACG00000001664	ENSGACT00000002182	groupXVI	2241831	pgap1	2241831	2252180	2252180
ENSGACG00000001665	ENSGACT00000002181	scaffold_27	4856585	pparg	4856585	4866605	4866605
ENSGACG00000001666	ENSGACT00000002191	groupXXI	557603	waca	557603	579035	579035
ENSGACG00000001666	ENSGACT00000002193	groupXXI	557603	waca	557603	579034	579035
ENSGACG00000001667	ENSGACT00000002183	scaffold_27	4873430	TERF2IP	4873430	4883237	4883237
ENSGACG00000001668	ENSGACT00000002189	groupXVI	2264112	hecw2a	2264112	2284440	2284440
ENSGACG00000001669	ENSGACT00000002184	scaffold_1214	3061		3061	4676	4676
ENSGACG00000001670	ENSGACT00000002186	scaffold_27	4886887	IFFO2	4886887	4907177	4907177
ENSGACG00000001671	ENSGACT00000002185	scaffold_664	2106		2106	3998	3998
ENSGACG00000001672	ENSGACT00000002190	scaffold_27	4908269	mrto4	4908269	4910373	4910373
ENSGACG00000001673	ENSGACT00000002200	scaffold_664	9244	rac2	9244	11350	11806
ENSGACG00000001673	ENSGACT00000002202	scaffold_664	9244	rac2	9776	11806	11806
ENSGACG00000001674	ENSGACT00000002192	scaffold_213	321	NEBL	321	11585	11585
ENSGACG00000001675	ENSGACT00000002199	scaffold_120	284160	LAMC2	284160	295979	295979
ENSGACG00000001676	ENSGACT00000002194	groupXVI	2287896	stk17b	2287896	2293322	2293322
ENSGACG00000001677	ENSGACT00000002196	scaffold_27	4910447	akr7a3	4910447	4913495	4913495
ENSGACG00000001678	ENSGACT00000002195	scaffold_213	11977		11977	14125	14125
ENSGACG00000001679	ENSGACT00000002201	groupXXI	614128	mpp7	614128	678875	678875
ENSGACG00000001680	ENSGACT00000002198	groupXVI	2296514	C2orf69	2296514	2300638	2300638
ENSGACG00000001681	ENSGACT00000002206	scaffold_213	35766	psme2	35766	38521	38521
ENSGACG00000001682	ENSGACT00000002197	scaffold_682	6043	TRIM14 (32 of 77)	6043	6570	6570
ENSGACG00000001683	ENSGACT00000002207	scaffold_27	4916105	megf6a	4916105	4959503	4960593
ENSGACG00000001683	ENSGACT00000002209	scaffold_27	4916105	megf6a	4942665	4959749	4960593
ENSGACG00000001683	ENSGACT00000002212	scaffold_27	4916105	megf6a	4952612	4960593	4960593
ENSGACG00000001684	ENSGACT00000002215	groupXVI	2305881	atp6ap2	2305881	2311046	2311046
ENSGACG00000001686	ENSGACT00000002205	scaffold_106	331573	PAQR9	331573	333563	333563
ENSGACG00000001687	ENSGACT00000002210	groupXXI	698931	armc4	698931	733565	733565
ENSGACG00000001688	ENSGACT00000002211	scaffold_122	1669	bmper	1669	9217	9217
ENSGACG00000001689	ENSGACT00000002216	scaffold_213	39198		39198	48194	48194
ENSGACG00000001690	ENSGACT00000002208	scaffold_1382	6255		6255	7189	7189
ENSGACG00000001691	ENSGACT00000002213	groupXXI	745391	mkxa	745391	763846	763846
ENSGACG00000001692	ENSGACT00000002214	scaffold_122	11198	eaf1	11198	13232	13232
ENSGACG00000001693	ENSGACT00000002217	scaffold_27	4962404	KCNAB2	4962404	4997941	4997941
ENSGACG00000001694	ENSGACT00000002219	groupXXI	786254	rab18b	786254	793940	793940
ENSGACG00000001695	ENSGACT00000002223	scaffold_122	13517	mettl6	13517	15684	15684
ENSGACG00000001695	ENSGACT00000002225	scaffold_122	13517	mettl6	13757	14869	15684
ENSGACG00000001696	ENSGACT00000002220	groupXVI	2321363	bcor	2321363	2341020	2341020
ENSGACG00000001697	ENSGACT00000002221	scaffold_213	48771	irf9	48771	51820	52598
ENSGACG00000001697	ENSGACT00000002226	scaffold_213	48771	irf9	49259	52598	52598
ENSGACG00000001698	ENSGACT00000002218	scaffold_1670	493		493	923	923
ENSGACG00000001699	ENSGACT00000002224	scaffold_27	5021583	park7	5021583	5025899	5025899
ENSGACG00000001700	ENSGACT00000002234	groupXXI	795606	itgb1a	795606	806190	806190
ENSGACG00000001701	ENSGACT00000002222	groupXVI	2373551	mid1ip1a	2373551	2374045	2374045
ENSGACG00000001702	ENSGACT00000002242	groupXVI	2382385	tspan7b (1 of 2)	2382385	2392869	2392869
ENSGACG00000001703	ENSGACT00000002237	scaffold_27	5048747	pax7a	5048747	5088359	5088359
ENSGACG00000001704	ENSGACT00000002231	scaffold_122	31512	sh3bp5b	31512	41845	41890
ENSGACG00000001704	ENSGACT00000002233	scaffold_122	31512	sh3bp5b	38556	41890	41890
ENSGACG00000001705	ENSGACT00000002227	scaffold_345	1928		1928	20600	20600
ENSGACG00000001706	ENSGACT00000002229	scaffold_213	53588	emc9	53588	55807	55807
ENSGACG00000001707	ENSGACT00000002228	scaffold_345	8070		8070	22578	22578
ENSGACG00000001708	ENSGACT00000002230	scaffold_213	58961		58961	59991	59991
ENSGACG00000001709	ENSGACT00000002235	scaffold_213	62689	nceh1b	62689	65576	65576
ENSGACG00000001710	ENSGACT00000002232	scaffold_412	20907		20907	21462	21462
ENSGACG00000001711	ENSGACT00000002244	scaffold_122	43502	capn7	43502	51950	51950
ENSGACG00000001712	ENSGACT00000002240	groupXXI	825116	nrp1a	825116	873964	873964
ENSGACG00000001713	ENSGACT00000002236	scaffold_1027	1658		1658	3180	3180
ENSGACG00000001714	ENSGACT00000002238	scaffold_228	13041		13041	45811	45811
ENSGACG00000001715	ENSGACT00000002243	scaffold_27	5099630	mrps16	5099630	5102239	5102314
ENSGACG00000001715	ENSGACT00000002245	scaffold_27	5099630	mrps16	5099749	5102314	5102314
ENSGACG00000001716	ENSGACT00000002239	scaffold_228	18878		18878	19609	19609
ENSGACG00000001717	ENSGACT00000002241	scaffold_228	53552		53552	54710	54710
ENSGACG00000001718	ENSGACT00000002247	groupXXI	1011517	PARD3	1011517	1205957	1205957
ENSGACG00000001719	ENSGACT00000002249	groupXVI	2395044	KATNAL1	2395044	2400729	2400729
ENSGACG00000001720	ENSGACT00000002246	scaffold_122	55028	nt5c3a	55028	58724	58724
ENSGACG00000001721	ENSGACT00000002252	scaffold_122	59827	dctn3	59827	63424	63424
ENSGACG00000001721	ENSGACT00000002255	scaffold_122	59827	dctn3	59827	63417	63424
ENSGACG00000001722	ENSGACT00000002280	groupXXI	1294431	cul2	1294431	1303180	1304295
ENSGACG00000001722	ENSGACT00000002287	groupXXI	1294431	cul2	1294492	1304295	1304295
ENSGACG00000001722	ENSGACT00000002290	groupXXI	1294431	cul2	1295058	1303171	1304295
ENSGACG00000001724	ENSGACT00000002250	scaffold_178	22788		22788	24269	24269
ENSGACG00000001725	ENSGACT00000002256	groupXVI	2402132	zgc:101559	2402132	2403774	2403774
ENSGACG00000001727	ENSGACT00000002261	scaffold_178	128650	gas8 (1 of 3)	128650	133091	133092
ENSGACG00000001727	ENSGACT00000002268	scaffold_178	128650	gas8 (1 of 3)	128688	133092	133092
ENSGACG00000001727	ENSGACT00000002271	scaffold_178	128650	gas8 (1 of 3)	130294	132860	133092
ENSGACG00000001728	ENSGACT00000002253	scaffold_262	15056		15056	15814	15814
ENSGACG00000001729	ENSGACT00000002257	scaffold_882	1249		1249	3529	3529
ENSGACG00000001730	ENSGACT00000002254	scaffold_262	33659		33659	34499	34499
ENSGACG00000001731	ENSGACT00000002258	scaffold_262	42551		42551	43520	43520
ENSGACG00000001732	ENSGACT00000002262	scaffold_122	63691	atg5	63691	73656	73656
ENSGACG00000001732	ENSGACT00000002263	scaffold_122	63691	atg5	64268	72004	73656
ENSGACG00000001733	ENSGACT00000002272	scaffold_609	4314		4314	11321	11347
ENSGACG00000001733	ENSGACT00000002279	scaffold_609	4314		6299	11347	11347
ENSGACG00000001734	ENSGACT00000002259	groupXVI	2405778	kbtbd7	2405778	2407622	2407622
ENSGACG00000001735	ENSGACT00000002265	groupXVI	2409635	slain1a	2409635	2419515	2419515
ENSGACG00000001735	ENSGACT00000002270	groupXVI	2409635	slain1a	2409651	2419464	2419515
ENSGACG00000001736	ENSGACT00000002267	scaffold_232	281	A2ML1	281	4420	4420
ENSGACG00000001737	ENSGACT00000002260	scaffold_404	3675	PSMB11	3675	4655	4655
ENSGACG00000001738	ENSGACT00000002266	scaffold_404	16083	slc34a2b	16083	20897	20897
ENSGACG00000001739	ENSGACT00000002264	scaffold_817	1328		1328	2295	2295
ENSGACG00000001740	ENSGACT00000002269	scaffold_122	87160	prdm1a	87160	93332	93332
ENSGACG00000001741	ENSGACT00000002273	scaffold_122	177846	s100a1	177846	178506	178506
ENSGACG00000001742	ENSGACT00000002275	scaffold_232	44159		44159	46829	79908
ENSGACG00000001742	ENSGACT00000002278	scaffold_232	44159		44321	79908	79908
ENSGACG00000001743	ENSGACT00000002274	groupXVI	2420506	scel	2420506	2423117	2423117
ENSGACG00000001744	ENSGACT00000002276	scaffold_739	1701	CNNM3 (3 of 4)	1701	3047	3047
ENSGACG00000001745	ENSGACT00000002286	scaffold_122	182930	tlr18	182930	185817	185817
ENSGACG00000001746	ENSGACT00000002323	groupXVI	2430228	mycbp2	2430228	2483423	2483423
ENSGACG00000001746	ENSGACT00000002331	groupXVI	2430228	mycbp2	2430405	2443229	2483423
ENSGACG00000001747	ENSGACT00000002277	scaffold_739	5370		5370	6497	6497
ENSGACG00000001748	ENSGACT00000002281	scaffold_232	167844	C3 (3 of 7)	167844	171745	171745
ENSGACG00000001749	ENSGACT00000002284	scaffold_434	1323		1323	4443	4701
ENSGACG00000001749	ENSGACT00000002292	scaffold_434	1323		1329	4701	4701
ENSGACG00000001750	ENSGACT00000002282	scaffold_662	6391		6391	7489	7489
ENSGACG00000001751	ENSGACT00000002283	scaffold_662	6917		6917	8748	8748
ENSGACG00000001752	ENSGACT00000002285	scaffold_662	11137		11137	11907	11907
ENSGACG00000001753	ENSGACT00000002288	scaffold_132	33160	GRIA4 (1 of 3)	33160	41991	41991
ENSGACG00000001754	ENSGACT00000002294	scaffold_122	197904	si:ch211-113g11.6	197904	217299	217299
